Sing Wah Kitchen,3960 N Darien St,
Just Great Frozen Yogurt,112  Market St,
Dream House Asian Bistro,6127  Ridge Ave,
George's Grocery Store,3300  Hope St LOWR,
Pier One Bar,3501  G St,
Sunday Best Jamaican Restaurant,41 N 52nd St,
Golden Bowl Resturant Inc.,45 N 12th St,
Ashburner Inn,8400  Torresdale Ave,
Great Awakenings,1466 E Cheltenham Ave,
North Bowl,909 N 02nd St,
Vernick Food & Drink,2031  Walnut St LOWR,
Yuri Deli Chinese Restaurant,1618 N 29th St,
Long Garden,5404  Spruce St,
Le Champignon de Tokio,124  Lombard St,
Underdogs 2,1205 S 9th St,
Twenty Manning,259 S 20th St,
Toto Fish & Chips,2636  Germantown Ave,
Hokkaido,1316  Walnut St,
Nicky G Pizza,4263  Frankford Ave,
Rouge 98,205 S 18th St,
El Cafeito,1700 N 03rd St,
Chickie and Pete's Cafe,11000  Roosevelt Blvd   2,
Olive Garden,9280  Roosevelt Blvd,
Suzanne Roberts Theatre,480 S Broad St   Theatre,
Amada,217  Chestnut St,
Greenleaf Restaurant,7522  Haverford Ave,
Checkers #482,5427  Oxford Ave,
ReAnimator Cafe,1523 E Susquehanna Ave,
"Aprons, Inc.",1621  Cecil B. Moore Ave,
Krispy Kreme,7855  Oxford Ave,
CBP 212 Shibe Park Eatery,1001  Pattison Ave   212,
Cafe Soho,468 W Cheltenham Ave,
Adams Lanes Restaurant,649  Foulkrod St,
Hummus,3931  Walnut St,
Nii Adu African Bukateria,4070  Lancaster Ave,
Route 6,600 N Broad St,
Courtyard by Marriott,21 N Juniper St   hotel,
CBP 110 Old City Creamery,1001  Pattison Ave   110,
Brunic's,2000 S 17th St,
China House,1944 S 60th St,
Young House,5824  Master St,
Nomad Pizza,611 S 7th St,
The Neighborhood Igloo,2223  Greys Ferry Ave BLDG,
King Dragon Cold Beer & Deli,604 W York St,
Seoul Deli,4501 N Broad St,
Penang,117 N 10th St,
Tote Bakery and Store,1024 S 9th St,
Carroll Park Breakfast,1236 N 52nd St,
Happy Garden Restaurant,9916  Roosevelt Blvd,
Salad Works,4600  City Ave FLOOR 1 Salad,
Charles Plaza,234 N 10th St,
Tony's Way Inn,1900 N Front St,
#1 China,8743  Frankford Ave,
Checker's,3588  Aramingo Ave,
Bottom of the Sea,327 S 52nd St,
A Mandarin Restaurant,2102  Chestnut St,
Micaury Food Market,1429  Wharton St,
Phil's Place,198 W Godfrey Ave,
Golden Crust Pizza III,3732  Midvale Ave,
Pamir Grill Kabob Rest,719  Sansom St,
Hibachi Grill & Supreme Buffett,12131  Knights Rd,
Pisticci Pizza,10849  Bustleton Ave,
Lilai Chinese Restaurant,5609  Walnut St,
Homemade Goodies By Roz,510 S 05th St,
Wil's Deli,5549  Master St FLOOR 1,
Spread Bagelry,262 S 20th St,
East China Restaurant,2903 N 05th St,
Crystal Tea Room,100 E Penn Sq   9th floor,
Riverside Pizza,4217  Main St,
Little Place,56 N 9th St,
Ekta Indian Cuisine,250 E Girard Ave,
Lazo's Pizza and Grill,873 N 26th St,
Jake's Place,5550  Chester Ave,
Twist fruitti,12123  Woodhaven Rd,
The Great Wall,5809  Lansdowne Ave,
Tuscani Ristorante,2418  Rhawn St,
Cafe Euro,7958  Bustleton Ave,
Red Cup Cafe',400  Fairmount Ave,
Tony A's Pizza,499 E Domino Ln   a,
New China Panda,6421  Rising Sun Ave,
Sodexho-PNC Bank,8800  Tinicum Blvd,
Victoria's Kitchen,7304  Ogontz Ave,
Golden China,6000  Oxford Ave,
Akee Tree Jamaican Restaurant,6631  Woodland Ave,
United House Of Prayer For All People,852 N 12th St,
Kelly's,9360  Old Bustleton Ave,
Auntie Anne's (Terminal D),8500  Essington Ave,
Dasiwa Inc.,735 N 26th St,
New Shee Yuan Chinese Kitchen,2125 N 63rd St,
Hinge Cafe,2652 E Somerset St,
Viet Hung Coffee & Hoagies,2100  Friendship St,
DiBruno Brothers,1730  Chestnut St,
Marchiano's Bakery,4653  Umbria St,
CBP 106 South Philly Market,1001  Pattison Ave   106,
LFF UCPerm 204,1020  Pattison Ave   204,
Dante & Luigi,762 S 10th St,
UMAI ROYAL,727  Walnut St,
La Fontana Della Citta,1701  Spruce St BLDG,
Shef's Pizza,4330  Sheffield St,
Cups and Chairs/Tea Cafe,701 S 5th Street St,
Germantown Cricket Club-snack stand,411 W Manheim St   X-pool,
Top Star Chinese Restaurant,6708 N Broad St,
A Taste of Philly,8513  Germantown Ave   2004,
New Boston Style Pizza,2422  Rhawn St,
Asia on the Parkway Restaurant & Bar,1700  Benjamin Franklin Pkwy SPC  1,
The Random Tea Room & Curiosity Shop,713 N 04th St,
Le Bercaille,4519  Baltimore Ave,
Audrey Claire,276 S 20th St,
Chicken Master,2825 W Girard Ave,
Aqua Malaysian &Thai; Cuisine,705  Chestnut St,
The Handle Bar,1102  Frankford Ave,
Lebel Pizza,5601 W Girard Ave,
"Procacci Brothers #49, #53",3301  Galloway St,
CBP 213 Baker Bowl Bistro,1001  Pattison Ave   213,
Johnny's Hots Inc.,1234 N Delaware Ave,
Bei Jing Chinese Restaurant,3260  Red Lion Rd,
Marciano's Pizza and Grill,8741  Frankford Ave,
Silver Star of Philadelphia,1453  Vernon Rd,
Market Street Market,901  Market St   21,
Dean's Cafe,2854  Tasker St,
Spice Grill Chinese Restaraunt,3447  Richmond St,
CBP 233 South Philly Market,1001  Pattison Ave   233,
Caribbean Delight,1124  South St,
Grace Wok Restaurant,723 E Chelten Ave,
Young's Vine Food,6000  Vine St   A,
Indian Restaurant,1632  South St,
El Rincon Tico Restaurant,6922  Bustleton Ave,
Revive Terminal F,8500  Essington Ave,
Tygh's Pub II,7162  Torresdale Ave,
Point Save Supermarket,1245  Point Breeze Ave,
Burger.Org,1901  Chestnut St LOWR,
Larchwood Supermarket,5800  Larchwood Ave,
Olde City Pizza,100 N 03rd St,
WF 220  Pizza,3601 S Broad St  2 220 mezz,
CBP Bulls BBQ,1001  Pattison Ave   404,
R & M Super Deli,4316  Parrish St,
GODIVA,1701  JFK Blvd  136,
Eggs Nest Bar,7605  Roosevelt Ave,
CBP 225 Columbia Park Cafe,1001  Pattison Ave   5.29.03,
Leneghan's Irish Pub,2837  Tyson Ave,
One Stop Deli,2441  Memphis St,
Broad Garden Chinese Restaurant,2823 N Broad St,
CBP 243  Harry the K's  2nd level,1001  Pattison Ave   243,
Mrs. K Coffee Shop,325  Chestnut St,
Spice End,2004  Chestnut St,
Dunkin Donuts  Terminal D,8500  Essington Ave   L52,
El Sarape,1304 S 9th St   A,
King's Table Restaurant,4409  Fankford Ave,
K-Top,911  Race St,
Thoreau,1033  Spring Garden St,
Yu Lee,4801 N Franklin st St,
Golden City Restaurant,4132 N Broad St,
Feltonville Inn,4701  Rising Sun Ave,
Liquid Room,1361 N 02nd St,
Lou & Choo,2101 W Hunting Park Ave,
Bambrey Cafe,1548 S Bambrey St,
Cosmi's Deli,1501 S 08th St   C,
White Horse Tavern,4860  Lancaster Ave,
West Point Pizza II,1999 N 52nd St,
Dunkin Donuts  (Amtrak Outlet),2951  Market St FLOOR 1 213,
Lincoln Drive Deli,7080  Lincoln Dr,
Chops Too,700  Walnut St,
Club Upscale,3736  Germantown Ave,
Cheung Food Center,5567  Spruce St,
Golden Star Bakery & Coffee,5523 N 05th St,
Hee ILYu's Seafood,1202 N 52nd St FLOOR 1 yyy,
McDonalds #11221,9996  Roosevelt Blvd,
Enerjuicer,1601  John F. Kennedy Blvd  129 B,
Chill on the Hill,5 E Highland Ave,
Aramingo Best Pizza,2885  Aramingo Ave,
Brownie's Pub,46 S 2nd St,
Ben & Jerry's/Philly Pretzel Factory/Wholly Cow Chocolates,3400  Civic Center Blvd,
Dina's Food Market,2440 S 11th St,
Dwight's Southern BBQ,4345  Lancaster Ave,
Primo's Sport's Bar & Grille,1520  Arrott St,
Cubicle Lounge,7801  Provident Rd,
Cherry Rose Cafe,4367  Cresson St,
WaWa Food Market,6800  Rising Sun Ave,
El Maguey Grill and Deli,1538 S 10th St,
Supper,926  South St BLDG,
Associated Polish Home,9150  Academy Rd,
City Wings and Pizza,5824  Rising Sun Ave,
Petro's Cafe,7913  Bustleton Ave,
Rollers Express,8341  Germantown Ave,
Rodriguez Grocery,5766  Colgate St,
Abramson Research Center Cafeteria,3416  Civic Center Blvd  1,
Goody's Inc.,6237  Frankford Ave,
Cafe Italia,1424  Snyder Ave,
New Chinese Dragon,5922  Landsdowne Ave,
Family Variety & Deli,310 S 52nd St,
Sandy's Restaurant,231 S 24th St,
Stoltzfus Salad & Bakery,2031  Cottman Ave   street level,
Coach's Sports Bar & Grill,6529  Frankford Ave,
Red Lounge,1100  Washington Ave  H&I;,
Pho & Cafe Viet Huong II,1110  Washington Ave,
Community Mini Mart,1801 N Georges Ln,
Pearl's Pleasurable Eatery,428 W Olney Ave,
Studio 37,3724 N Broad St   Broad St,
Sweetgreen,924  Walnut St,
Anthony's Restaurant,2524  Kensington Ave,
Key Pizza,2329 E York St,
Philly Flavors,1901  Chestnut St,
Good Neighbor Mini Market,700 N 37th St,
The Sidecar,2201  Christian St,
Gojjo,4540  Baltimore Ave,
First Floor News,2005  Market St   FFN,
Tropical Choice,247 N 52nd St,
Ming Wang,4165  Germantown Ave,
La Locanda Del Ghiottone,130 N 03rd St,
Royal Pizza,4200  Baltimore Ave,
The Lafayette-Redeemer Country Store,8580  Verree Rd,
The Art of Pizza,431 E Girard Ave,
"Intercultural Family Services, Inc.",4225  Chestnut St,
Le Bus (Terminal F),8500  Essington Ave,
Libertybell Ice Cream and Water Ice,7741  Frankford Ave,
LFF UCPerm 236,1020  Pattison Ave   S236,
Liberty Pizza and Grill,717 N 07th St,
Hatville Deli,45 N 12th St,
Crepesody,1800  JFK Blvd,
Crown Fried Chicken & Grille,7275  Rising Sun Ave,
Subway Spring Garden #51052,1804  Spring Garden St,
Lucky Strike Lanes,1336  Chestnut St   2,
The Rib Crib,6333  Germantown Ave,
L & M Variety,2241 S 05th St,
Dolce Carini,1929  Chestnut St,
Blue Moon Restaurant,614 S 55th St,
Varga,941  Spruce St,
La Casa del Buen Gusto,186 W Lehigh Ave,
Sbarro Express,1882  Franklin Mills Cir,
Saxby's,2901  Market St,
Che Bar and Grill,6364  Stenton Ave,
Cafe L'Aube,1631  Wallace St,
Tracey's Place,1600  Market St   1,
New Fortune Kitchen Chinese Restaurant,1900  Grant Ave   D,
LFF CPL C04,1020  Pattison Ave   CPL04,
Pine Street Pizza,1138  Pine St,
J.Z. Tavern,5500 W Girard Ave,
McDonald's #14507,2851  Grays Ferry Ave,
The Bean Cafe,615  South St,
Wise Fries Burgers and Pies,1717 S 2nd St,
New Napoli Famous Pizza,911  Tyson Ave,
Mung Pum Pocha,435 W Chew Ave,
Seng Heng Inc,5747  Christian St,
Green Garden Restaurant,1556  Wadsworth Ave,
Trolley Car Ice Cream Shoppe,7619  Germantown Ave   ice cream,
Stan's Deli,3632  Powelton Ave,
Amazing Hand Pull Noodle,935  Arch St,
Midnight Bar,121 E Westmoreland St,
Yeung's Lotus Express,1226  Franklin Mills Cir,
Ruby Garden Restaurant,6842  Bustleton Ave,
LFF UCPerm 234,1020  Pattison Ave   UCPerm234,
Chi Mac Inc.,5533 N 05th St,
Yellow Juice Bar,2046  Sansom St LOWR,
Lickety Split,536 S 4th St,
Super Deli,415 N 34th St FLOOR 1 Super,
Luv' n Spoonful,1601 N 15th St,
Mediterranean Cafe,1427 W Passyunk Ave,
New S & D Coffee Shop,601  Dickinson St,
Manny Brown's,512  South St,
Baby Grand Lounge,4420  Germantown Ave,
Fresh 'N' Fancy Donuts,5601  Market St   1,
Mama's Vegetarian,18 S 20th St,
Fu Xin House,2001  Snyder Ave,
Starbucks Coffee Company,3421  Chestnut St   A,
Super China Restaurant,3865 N 7th St,
Artisan Boulanger Patissier,1648 S 12th St   X,
Ethio Cafe & Carryout,4400  Chestnut St,
San Andres Grocery Store,1137 S 09th St,
Dairy Queen,1619  Grant Ave   1,
Jaitehs Whats on the Grill ( Jerry's Corner ),6098  Passyunk Ave,
12 Steps Down,831 S 09th St,
Carnitas Restaurant,4458 N 05th St,
L.C. - Scoops & Hoops (C105),1776 N Broad St,
Tasties Soul Food Restaurant,1214 N 52nd St,
Melino's Hoagies Inc,1501  Ellsworth St,
Leandro's Pizza,4659  Frankford Ave,
Nom Nom Ramen,20 S 18th St LOWR,
Noeliza Mini Market,4300 N 16th St,
Happy Fortune Chinese Restaurant,2145  Elkins Ave,
McGillin's Old Ale House,1310  Drury Ln,
Pizza Roma,7300  Bustleton Ave,
Riverside Grill,1347 N Delaware Ave,
Phila International Airport Marriott,8600  Essington Ave UNIT C Hotel,
Cinnabon,1101  Market St,
New Taylor's Restaurant,6144  Ridge Ave,
Hua Lai Chinese Restaurant,5148  Walnut St,
Recess,125  Sansom Walk,
LFF UCPerm 237- Budnest,1020  Pattison Ave,
C & S Deli,1346 N 52nd St FLOOR 1,
SK Restaurant & Bar,2400 S 24th St,
New Azaad Food,6443  Castor Ave   1,
Fuel To Go,1650  Arch St,
Original South Side Pizza,5138  Greenway Ave,
Golden Box Restaurant,25 S 52nd St,
Spice Garden Indian Cuisine,11728  Bustleton Ave,
New China Moon Chinese Restaurant,8443  Frankford Ave,
Philadelphia Bar & Grill,410 W Girard Ave,
Tony's Old Philly Style,39 E Oregon Ave,
China House No. 2,7030  Grovers Ave,
Temple Garden Restaurant,1524 N Broad St,
"1630 Un, Inc.",1630 W Lehigh Ave,
Dim Sum Garden Philly,1020  Race St,
Shore Road Tavern,6266  Jackson St,
Kim II Grocery & Deli,1500 S 53rd St,
Dunkin'  Donuts,4017 N 05th St,
Ho Sai Gai,1000  Race St,
PrimoHoagies,2703 E Clearfield St,
Las Vegas Lounge,704  Chestnut St,
Bredenbeck's Bakery,8126  Germantown Ave,
Wazobia Restaurant & Groceries,616 N 11th St  1,
Trolley Car Diner,7619  Germantown Ave,
Bach Dat,5520  Whitaker Ave,
100 Allegheny INC,100 W Allegheny Ave,
Johnnie's,4201 E Comly St,
"Holly Pizza , Chicken and Grill",3417  Kensington Ave,
Water Front Gourmet Cafe' & Deli,5 N Christopher Columbus Blvd  7A,
Lorenzo & Sons Pizza,305  South St,
The Daily Grind Coffee Shop,1224  Tasker St,
Global Fusion @ Univ of Penn,3800  Locust Walk,
Cibo Bistro and Wine Bar (B),8500  Essington Ave  Terminal B Space B7,
K&J; ABCD,4 W Chelten Ave,
NY Gyro Place,4407  Chestnut St,
Drexel University Dining Terrace,203 N 34th St,
Hill House Dining,3333  Walnut St,
Sunoco A Plus,5338 N 05th St,
Winnie's Le Bus Restaurant,4266  Main St,
Twisted Grill-Bar,10865  Bustleton Ave   C,
Belfield Deli,1757  Belfield Ave,
22nd Street Cafe,1264 S 22nd St,
Swan Waterfall Caterers,2015 S Water St,
Kim's Food Market,1812 S 08th St,
Aldo's Pizzarama,10201  Bustleton Ave   Pizza,
Arch Gourmet,2200  Arch St  103,
Palm Restaurant,200 S Broad St   Palm,
Scotty's Bar,1420  Ellsworth St,
Dmitri's,2227  Pine St,
Olde City Food Mkt,202  Market St,
Pearl's Oyster Bar,45 N 12th St   756,
PCC Boardwalk Specials,1101  Arch St   Perm B,
Philadelphia Chutney,1628  Sansom St,
Ben & Jerry's (Kiosk),2951  Market St   Amtrak Kiosk,
Face to Face,109 E Price St,
Home 2 Suites Philadelphia,1200  Arch St,
PECO Energy Kite & Key,2301  Market St,
Knock,225 S 12th St,
Lords Favor Restaurant,4327  Lancaster Ave,
Mom's Seafood,2312 N 29th St,
Bar,1309  Sansom St,
Eli Restaurant,2262 N Broad St,
United Artists Theater,1619  Grant Ave,
The Corner Foodery,1710  Sansom St,
Panasian Buffet,833  Adams Ave,
Ta Lee Chinese Restaurant,1000 E Tioga St   A,
WF Cadillac Restaurant,3601 S Broad St   2nd Floor,
3 G Lounge,1176 N 03rd St,
Kitchen 89,3212 W Dauphin St,
B & J Cold Beer & Chinese Restaurant,5568  Spruce St,
Wing Heaven,101 E Olney Ave UNIT 18,
Down Home Diner,45 N 12th St   104,
Aspetto Pizza,1514  Wadsworth Ave,
Green Line Cafe,3649  Lancaster Ave   A,
Johnny's Place,900 N 66th St,
Hector's Crab House,3617 N 3rd St,
Fat Jack's BBQ,10091  Roosevelt Blvd,
Ming's Wok,1640 W Susquehanna Ave,
New Soko's,2313 N Front St,
Larry's Steaks,2457 N 54th St,
Mahogany on Walnut,1524  Walnut St UPPR  1522-1524,
Drake's,8419  Germantown Ave   rear,
Cold Beer & Seafood,2113 W Dauphin St,
Frank's Pizza,3600  Fisk Ave,
Dunkin Donuts #351681,4116  Chester Ave,
"Johnny 2051, Inc.",2051 E Church Ln,
Cafe Breezes,5131 W Columbia Ave,
Flamers Charburgers,21 S 05th St   117,
Nonno Ugo's Italian Bakery,6606  Frankford Ave,
Jose Mini Market,2561 S Massey St,
Frank's Lunch,2401 S Columbus Blvd   84 South Pier,
T&Y; Deli,1542  Diamond St,
The Pour House,1350 S 29th St,
Cruz Family Grocery,1838 S 22nd St,
L.C. - Hatfield Grill (C207),1776 N Broad St,
Philly Pretzel Factory,1600  JFK Blvd UNIT 104,
Rita's Water ice,1505  Cecil B. Moore Ave,
Au Bon Pain,2005  Market St   ABP,
Pizza Shoppe,1500 E Lycoming St,
I & S Mini Market,5256 W Jefferson St,
CBP 230  Connie Mack's Bar/Bistro,1001  Pattison Ave   230,
Joe's Six Pack,7015  Roosevelt Blvd   1,
Auntie Anne's (Terminal B),8500  Essington Ave,
Ippolito's Seafood,1300  Dickinson St,
SouthView Pizza,367  Durfor St,
American Sardine Bar,1800  Federal St,
Carlos Place,1960 N 02nd St,
Simply Shabu,1023  Cherry St,
Mediterra Grill,2119 N 63rd St,
Marmont Steakhouse & Bar,222  Market St,
Zama,128 S 19th St,
George's Pizza,201 W Girard Ave,
Park's Salad Bar,708  Chestnut St,
Tommy's Restaurant,465 E Girard Ave,
Chris's Pizza,3971  Ford Rd,
DeLeo's Cafe,405  Dupont St,
Hikari Sushi,1040 N American St UNIT #701,
Limit 21 Bar,266 W Ontario St,
Yunique Noodle House,200 S Broad St FLOOR Basement basement,
LongHorn Steakhouse,2120 S Columbus Blvd,
Govinda's,1408  South St,
China Rainbow Restaurant,7217  Torresdale Ave,
Valdez Grocery,3500 N 06th St,
Sofitel Philadelphia,120 S 17th St,
Ridge Mart,2248  Ridge Ave,
African Small Pot,6505  Woodland Ave,
Sotto,151 S 24th St LOWR,
Five Star Restaurant,6667  Germantown Ave,
Domino's Pizza,716  South St   1,
Philadelphia Zoo-Impala Cafe,3400 W Girard Ave   Impala,
Triple Shot Tavern,2401 E Letterly St,
Crave,4012  Walnut St,
Burger King,5921  Rising Sun Ave,
Peter's Steaks and Hoagies,4948  Wayne Ave,
Bobby's Burger Palace,3925  Walnut St,
Brulee Catering,1 N Independence Mall St   01,
Jhoandra Restaurant,3661 N 06th St   011,
Roula's Pizza,6200  Germantown Ave,
Dunkin Donuts #2408,700 E Hunting Park Ave   B,
Go Popcorn,112 S 12th St,
Cho's Ez Brunch Inc,1540  Pratt St,
Hong Kong Express,2401 N Garnet St,
Diner at the Plaza,43 E Snyder Ave,
Yorty's Deli,5932  Torresdale Ave   A,
Southern Style,901  Market St,
Chongs Market,1801  Rockland Ave,
Songhai City Cultural Center,3117  Master St,
PGW Cafeteria,800 W Montgomery Ave,
Market 16,3330  Market St,
Weber's  Deli,2501 S Hobson St FLOOR 1 XXX,
Thang Long Noodle Restaurant,2536  Kensington Ave,
Bally's Pizzeria,5200 N Mascher St,
Archway,48 N 08th St,
Spring Garden Pizza Restaurant,1139  Spring Garden St,
Stenton Pizza,7171  Stenton Ave,
Artigiano Pizza,3804  Morrell Ave,
Keenan's Valley View Inn,7150  Silverwood St   FOOD,
Village Deli,2349 N 26th St,
Pizza Shack,1500  Porter St,
Cheng Long Chinese Restaurant,3135 N Front St,
Country and Town Jamaican and American Restaurant,6051 N 5th St,
Terryin Restaurant,358  Snyder Ave,
Half Time Good Time,120  Diamond St,
5th Diner,6775 N 5th St,
Seven Eleven #26135,1040  Washington Ave,
Walts Devil Island,2100 W Hunting Park Ave,
New Chew Pizza,5542  Chew Ave,
Charlie's,5346  Woodland Ave,
Ortlieb's Lounge,847 N 03rd St,
The Dive,947 E Passyunk Ave,
Al Salam Pizza,5101  Germantown Ave   F,
Red Rooster Tavern,7960  Dungan Rd,
Animo Juice & Burrito Bar,1701  Arch St LOWR,
Pho Ha Saigon,320 W Oregon Ave STE 1,
Melody Lounge,5055  Haverford Ave BLDG,
Castle Restaurant,5440 N 05th St   a,
Chipotle Mexican Grill,3925  Walnut St,
Westbury Bar & Restaurant,261 S 13th St,
Subway #55716,301 W Chelten Ave,
Zaffron Grill,1625  Chestnut Street  F4,
Penn Museum of Archaeolgy and Anthropology Catering,3220  South St,
Wawa #252,4371  Richmond St,
I-Tea,1537  Spring Garden St,
Golden Crown N.Y.B. Private Club,2022 S 3rd St,
Green Eggs Cafe',1306  Dickinson St,
Charleston Market,1755 N 13th St   2,
Kady's Restaurant,732 E Chelten Ave,
The Dining Car,8826  Frankford Ave,
L's Bakery Shop,734 S 52nd St   rear of Atlas Pizza,
Cozy Bar,5100  Haverford Ave,
Al's Lunch,3127  Wharton St,
Alhambra Cafe,607 S 03rd St,
Free Library of Philadelphia,1901  Vine St,
Hyatt Regency Hotel,211 S Columbus Blvd,
Samba,714 W Girard Ave,
Scoreboard Sport Grille,932  Washington Ave,
The Ranchito Take-Out,4745  Rising Sun Ave,
Cavanaugh's Rittenhouse,1823  Sansom St,
Parrish Supermarket,4529 W Parrish St,
Chhan Eap,253 S 60th St,
The Salvation Army Ray and Joan Kroc Corps Community Center,4200  Wissahickon Ave,
Quince,209 W Girard Ave,
Just Right Caribbean Delight,1322  Windrim Ave,
Donut Hut Shop,5843  Germantown Ave,
Pulaski Hall,1653 W Hunting Park Ave,
Termini Brothers,45 N 12th St   990,
New China Court Restaurant,7700  Crittenden St   c,
United States Hotel Liberties,4439  Main St,
No.1 Express Chinese and American Food to Take Out,234 W Olney Ave,
Juniata Supermarket,1054 E Lycoming St,
The Mildred,824 S 8th St,
Brandywine Pizza,532 N 15th St,
Big Mike's Steaks and Pizzas,6099  Passyunk Ave,
La Colombe Torre Faction,130 S 19th St,
Grillo's Pizza,2138 E Chelten Ave,
Diamond Pizza,1700  Diamond St,
K-Mart #3964,3000  Island Ave,
Matyson,37 S 19th St,
Hampton Inn,1301  Race St,
A&M; New England Style Pizza,6728  Bustleton Ave,
Manayunk Tavern,4247  Main St,
Shot Tower Coffee,542  Christian St,
Stadium Grill,700  Pattison Ave,
Hard Rock Cafe,1113  Market St   1,
New Germantown Water Ice,2759  Germantown Ave,
Tea Dou,132 N 10th St,
The Cosmopolitan Club of Phila,1616  Latimer St   Club,
Mike's Steaks,1701  JFK Blvd SPC,
Church's Chicken (Suburban Station,1617  JFK Blvd   115B,
Abyssinia Ethiopian Restaurant,229 S 45th St,
Spataro's,45 N 12th St   702,
Raindrop Cafe,1500  Market St FLOOR 1 Suite-430,
Little Caesar's Pizza,7153  Ogontz Ave,
Takka A's,2310  Cecil B. Moore Ave,
Avance,1523  Walnut St,
Joanie's Deli,4155  Robbins Ave,
El Balconcito Restaurant Bar,658 E Godfrey Ave,
The Nite Owl,1300  Cecil B. Moore Ave  Basement,
Pizza Brain,2313  Frankford Ave,
"Philly's Ringside Sports Bar, Inc.",2762 N 02nd St,
Wong House Chinese & American Food,1049 E Chelten Ave,
Philadelphia Cricket Club - Pool,415 W Willow Grove Ave   pool,
Gallery Grill,2001  Hamilton St,
Paolo Pizzeria,1336  Pine St,
Chick-Fil-A (Gallery),901  Market St SPC T-10,
Metropolitan Bakery,262 S 19th St   262-264 S. 19th Street,
Morning Glory Diner,735 S 10th St,
Prince cafe,4717  Princeton Ave,
Express Cold Beer,6041  Rising Sun Ave,
Jack's Water Ice,5446  Kingsessing St,
Wawa Food Market #171,1038  Arch St,
Thai Singha House,3939  Chestnut St,
N.Y.P.D. Pizza,140 S 11th St,
Central Pizza,335 E Girard Ave,
Pierogies Factory,9965  Bustleton Ave,
Teppanyaki Grill & Seafood Buffet,330 W Oregon Ave,
Ben & Betsy's,401  Chestnut St,
Quaker Diner,7241  Rising Sun Ave,
"Jan's Uptown Grill, Inc.",38 S 60th St,
Checker's #481,2008 W Oregon Ave,
Kildare's Manayunk,4417  Main St,
Philly Crab &Steakhouse; East Coast Grill,3334  Grant Ave,
The Flower Cafe,48  Maplewood Mall,
The Clubhouse,8201  Henry Ave,
Richman's and Auntie Anne's,411  South St,
OCF Cafe,2001  Federal St,
Bob's Diner,6053  Ridge Ave,
Jake and Max's Delicatessen,1701  JFK Blvd  C-006 C006,
American Legion Post #21,6400  Paschall Ave,
Sam's Bar,2942  Wharton St,
Comcast Center 44th Fl.,1701  JFK Blvd   44,
Little Sicily Pizza,1433 W Passyunk Ave,
Purpose By Design Catering,440 N Broad St,
Mexican Post,1701  JFK Blvd  8 8,
Jamba Juice (Terminal D),8500  Essington Ave,
Germantown Food  Court,2710  Germantown Ave,
777 Supermarket,1655 S 29th St   A,
Touch Down Sports Bar,424 W Berks St,
Pyramid Club,1735  Market St UPPR  52 Floor,
Crazy Sushi,1837  Chestnut St BLDG,
Wendy's Old Fashioned Hamburgers # 113,2615 N American St,
Rosario's,1256 S 15th St,
Pep  Boys Cafeteria,3111 W Allegheny Ave,
Jean's Cafe,1334  Walnut Street,
Bonnie's Capistrano,1503 S 13th St,
Stenton Seafood,6372  Stenton Ave,
D & D Jamaican Spice Restaurant,1457 E Vernon Rd,
Right Off Main Cafe & Restaurant,125  Leverington Ave,
Lincoln Fried Chicken,561 N 63rd St,
Rose Lounge,1643 W Hunting Park Ave,
Misconduct Tavern,1511  Locust St LOWR,
Little Baby's Icecream,4903  Catherine St,
Lee's Palm Tree Market,4366  Cresson St,
Bill's Steaks & Hoagies,1312  Sansom St,
Club TYZ,1439  South St,
Crumbs Bake Shop,133 S 18th St,
Jaquez Mini Market,5169  Wakefield St,
Boom Box Deli,4752 N 11th St,
Four Seasons Diner Restaurant,11749  Bustleton Ave,
The Bean Bag Cafe,230 N Broad St   lobby,
Fat Joe's,2550 E 3rd St,
AFC Sushi @ Drexel University,203 N 34th St   Kelly Hall,
Top of the 9th Sports Bar,828 W Venango St,
Uncle's Seafood,1915 W Hunting Park Ave,
American Red Cross,700  Spring Garden St,
Dickey's Barbecue Pit,650  South St,
Allegheny Kitchen Chinese Restaurant,3200 N Fairhill St,
China Budda Restaurant,1920  Franklin Mills Cir,
Tira Misu,1519  Walnut St,
CCP Bonnell Coffee Express,475 N 17th St,
Tenth Presbyterian Church,1701  Delancey St,
Little Caesar's,927  Levick St,
Liberato Food Market,4715  Longshore Ave,
Cafe Spice Express,1625  Chestnut Street,
Rising Sun Pizza,6919  Rising Sun Ave,
"Bottles, Packs & Growlers",701 E Cathedral Rd,
The Foodery,6148  Ridge Ave,
JD Cafe,6200  Lansdowne Ave,
Saury's Inc,3101 N Front St   a,
KFC Y062139,9201  Roosevelt Blvd,
The Wistar Institute,3601  Spruce St   A,
Penrose Restaurant Cafe,2016  Penrose Ave,
Quizno's Sub Restaurant,2544  Welsh Rd,
New China Taste,2400 W Norris St,
La Viola,253 S 16th St,
Edmondson's Lounge,6004  Market St,
Mi Puerto Rico Restaurant,1939 N 05th St,
NHS Parkside Recovery,5429  Germantown Ave,
California Pizza Kitchen,4040  City Ave   building #1,
Delicias Food Market Inc,5863  Larchwood Ave,
Bottom Of The Sea,4142  Lancaster Ave,
Twilight Lounge,700 S 20th St,
Chik-fil-a (B-C connector),8500  Essington Ave,
Art Cafe Suzanne Restaurant,1916  Welsh Rd,
